facility,facility_key,location,facility_lat,facility_lon,control_site,control_lat,control_lon,query_point_role,query_point_lat,query_point_lon,candidate_source,candidate_status,monitoring_site_name,openaq_location_id,monitoring_site_lat,monitoring_site_lon,distance_query_to_monitor_km,pollutants,monitoring_provider_text,distance_score,pollutant_score,official_hint_score,source_score,relevance_score,review_note
Beddington ERF,beddington_erf,"Sutton, London",51.36,-0.17,Ewell,51.31350876,-0.224624622,facility,51.36,-0.17,OpenAQ v3 locations,candidate_needs_review,Durham Street,223702,51.485597,-0.11909,14.405,no;no2;nox;pm25,london stationary | Unknown Research Organization | United Kingdom | Europe/London,19,35,0,5,59,"Candidate only; compare against DEFRA/AURN, local context and source provenance before validation."
Beddington ERF,beddington_erf,"Sutton, London",51.36,-0.17,Ewell,51.31350876,-0.224624622,facility,51.36,-0.17,OpenAQ v3 locations,candidate_needs_review,Churchill Gardens Road,223705,51.486223,-0.14503,14.142,no;no2;nox;pm25,london stationary | Unknown Research Organization | United Kingdom | Europe/London,19,35,0,5,59,"Candidate only; compare against DEFRA/AURN, local context and source provenance before validation."
Beddington ERF,beddington_erf,"Sutton, London",51.36,-0.17,Ewell,51.31350876,-0.224624622,facility,51.36,-0.17,OpenAQ v3 locations,candidate_needs_review,Peckham Road,223725,51.474326,-0.078151,14.219,no;no2;nox;pm25,london stationary | Unknown Research Organization | United Kingdom | Europe/London,19,35,0,5,59,"Candidate only; compare against DEFRA/AURN, local context and source provenance before validation."
Beddington ERF,beddington_erf,"Sutton, London",51.36,-0.17,Ewell,51.31350876,-0.224624622,facility,51.36,-0.17,OpenAQ v3 locations,candidate_needs_review,Camberwell Road,223761,51.475739,-0.093557,13.919,no;no2;nox;pm25,london stationary | Unknown Research Organization | United Kingdom | Europe/London,19,35,0,5,59,"Candidate only; compare against DEFRA/AURN, local context and source provenance before validation."
Beddington ERF,beddington_erf,"Sutton, London",51.36,-0.17,Ewell,51.31350876,-0.224624622,facility,51.36,-0.17,OpenAQ v3 locations,candidate_needs_review,Merton - Plough Lane Wimbledon,3907049,51.4304273690564,-0.185811823620255,7.908,pm10;pm25,London Air Quality Network | Unknown Governmental Organization | United Kingdom | Merton | Europe/London,30,24,0,5,59,"Candidate only; compare against DEFRA/AURN, local context and source provenance before validation."
Beddington ERF,beddington_erf,"Sutton, London",51.36,-0.17,Ewell,51.31350876,-0.224624622,control,51.31350876,-0.224624622,OpenAQ v3 locations,candidate_needs_review,Garrett Lane,223794,51.440399,-0.186775,14.352,no;no2;nox;pm25,london stationary | Unknown Research Organization | United Kingdom | Europe/London,19,35,0,5,59,"Candidate only; compare against DEFRA/AURN, local context and source provenance before validation."
Beddington ERF,beddington_erf,"Sutton, London",51.36,-0.17,Ewell,51.31350876,-0.224624622,facility,51.36,-0.17,OpenAQ v3 locations,candidate_needs_review,Charing Cross Hospital,223698,51.487354,-0.221561,14.605,no;no2;nox;pm25,london stationary | Unknown Research Organization | United Kingdom | Europe/London,18,35,0,5,58,"Candidate only; compare against DEFRA/AURN, local context and source provenance before validation."
Beddington ERF,beddington_erf,"Sutton, London",51.36,-0.17,Ewell,51.31350876,-0.224624622,facility,51.36,-0.17,OpenAQ v3 locations,candidate_needs_review,High Road,223722,51.39905,-0.075379,7.873,no;no2;nox,london stationary | Unknown Research Organization | United Kingdom | Europe/London,30,23,0,5,58,"Candidate only; compare against DEFRA/AURN, local context and source provenance before validation."
Beddington ERF,beddington_erf,"Sutton, London",51.36,-0.17,Ewell,51.31350876,-0.224624622,facility,51.36,-0.17,OpenAQ v3 locations,candidate_needs_review,Cadogan Gardens,223748,51.493217,-0.158772,14.834,no;no2;nox;pm25,london stationary | Unknown Research Organization | United Kingdom | Europe/London,18,35,0,5,58,"Candidate only; compare against DEFRA/AURN, local context and source provenance before validation."
Beddington ERF,beddington_erf,"Sutton, London",51.36,-0.17,Ewell,51.31350876,-0.224624622,facility,51.36,-0.17,OpenAQ v3 locations,candidate_needs_review,Parkside,223760,51.426126,-0.222013,8.191,no;no2;nox,london stationary | Unknown Research Organization | United Kingdom | Europe/London,30,23,0,5,58,"Candidate only; compare against DEFRA/AURN, local context and source provenance before validation."
Beddington ERF,beddington_erf,"Sutton, London",51.36,-0.17,Ewell,51.31350876,-0.224624622,facility,51.36,-0.17,OpenAQ v3 locations,candidate_needs_review,Kew Road,223784,51.46394,-0.301597,14.727,no;no2;nox;pm25,london stationary | Unknown Research Organization | United Kingdom | Europe/London,18,35,0,5,58,"Candidate only; compare against DEFRA/AURN, local context and source provenance before validation."
Beddington ERF,beddington_erf,"Sutton, London",51.36,-0.17,Ewell,51.31350876,-0.224624622,control,51.31350876,-0.224624622,OpenAQ v3 locations,candidate_needs_review,Sutton - Worcester Park,225837,51.377923,-0.240414,7.246,no2;pm10,London Air Quality Network | Unknown Governmental Organization | United Kingdom | Sutton | Europe/London,31,22,0,5,58,"Candidate only; compare against DEFRA/AURN, local context and source provenance before validation."
Beddington ERF,beddington_erf,"Sutton, London",51.36,-0.17,Ewell,51.31350876,-0.224624622,control,51.31350876,-0.224624622,OpenAQ v3 locations,candidate_needs_review,Sutton - Wallington,225845,51.3586596124998,-0.149723946604927,7.231,no2;pm10,London Air Quality Network | Unknown Governmental Organization | United Kingdom | Sutton | Europe/London,31,22,0,5,58,"Candidate only; compare against DEFRA/AURN, local context and source provenance before validation."
Beddington ERF,beddington_erf,"Sutton, London",51.36,-0.17,Ewell,51.31350876,-0.224624622,facility,51.36,-0.17,OpenAQ v3 locations,candidate_needs_review,Brook Drive,223692,51.493213,-0.101559,15.554,no;no2;nox;pm25,london stationary | Unknown Research Organization | United Kingdom | Europe/London,17,35,0,5,57,"Candidate only; compare against DEFRA/AURN, local context and source provenance before validation."
Beddington ERF,beddington_erf,"Sutton, London",51.36,-0.17,Ewell,51.31350876,-0.224624622,facility,51.36,-0.17,OpenAQ v3 locations,candidate_needs_review,Devonshire Street,223746,51.488199,-0.255688,15.444,no;no2;nox;pm25,london stationary | Unknown Research Organization | United Kingdom | Europe/London,17,35,0,5,57,"Candidate only; compare against DEFRA/AURN, local context and source provenance before validation."
Beddington ERF,beddington_erf,"Sutton, London",51.36,-0.17,Ewell,51.31350876,-0.224624622,facility,51.36,-0.17,OpenAQ v3 locations,candidate_needs_review,Lollard Street,223777,51.492714,-0.114098,15.258,no;no2;nox;pm25,london stationary | Unknown Research Organization | United Kingdom | Europe/London,17,35,0,5,57,"Candidate only; compare against DEFRA/AURN, local context and source provenance before validation."
Beddington ERF,beddington_erf,"Sutton, London",51.36,-0.17,Ewell,51.31350876,-0.224624622,facility,51.36,-0.17,OpenAQ v3 locations,candidate_needs_review,Lambeth - Streatham Green,225786,51.4282131429499,-0.13186863879576,8.033,no2;pm10,London Air Quality Network | Unknown Governmental Organization | United Kingdom | Lambeth | Europe/London,30,22,0,5,57,"Candidate only; compare against DEFRA/AURN, local context and source provenance before validation."
Beddington ERF,beddington_erf,"Sutton, London",51.36,-0.17,Ewell,51.31350876,-0.224624622,facility,51.36,-0.17,OpenAQ v3 locations,candidate_needs_review,Southwark A2 Old Kent Road - UKA00558,146,51.4804989994662,-0.059550000208953166,15.433,no2;pm10;pm25,EEA | Unknown Governmental Organization | United Kingdom | Southwark | Europe/London,17,34,0,5,56,"Candidate only; compare against DEFRA/AURN, local context and source provenance before validation."
Beddington ERF,beddington_erf,"Sutton, London",51.36,-0.17,Ewell,51.31350876,-0.224624622,facility,51.36,-0.17,OpenAQ v3 locations,candidate_needs_review,London Teddington,156,51.42099,-0.339647,13.585,no2;o3,DEFRA | Unknown Governmental Organization | United Kingdom | Europe/London,20,16,15,5,56,"Candidate only; compare against DEFRA/AURN, local context and source provenance before validation."
Beddington ERF,beddington_erf,"Sutton, London",51.36,-0.17,Ewell,51.31350876,-0.224624622,facility,51.36,-0.17,OpenAQ v3 locations,candidate_needs_review,Google Street View Car,61486,51.503634709156785,-0.15036661820359595,16.029,co2;no;no2;nox;pm25,london mobile | Unknown Research Organization | United Kingdom | London | Europe/London,16,35,0,5,56,"Candidate only; compare against DEFRA/AURN, local context and source provenance before validation."
Beddington ERF,beddington_erf,"Sutton, London",51.36,-0.17,Ewell,51.31350876,-0.224624622,facility,51.36,-0.17,OpenAQ v3 locations,candidate_needs_review,Google Street View Car,61487,51.50225232682155,-0.16491291569562416,15.822,co2;no;no2;nox;pm25,london mobile | Unknown Research Organization | United Kingdom | London | Europe/London,16,35,0,5,56,"Candidate only; compare against DEFRA/AURN, local context and source provenance before validation."
Beddington ERF,beddington_erf,"Sutton, London",51.36,-0.17,Ewell,51.31350876,-0.224624622,facility,51.36,-0.17,OpenAQ v3 locations,candidate_needs_review,Kensington Church Walk,223720,51.501862,-0.19241,15.851,no;no2;nox;pm25,london stationary | Unknown Research Organization | United Kingdom | Europe/London,16,35,0,5,56,"Candidate only; compare against DEFRA/AURN, local context and source provenance before validation."
Beddington ERF,beddington_erf,"Sutton, London",51.36,-0.17,Ewell,51.31350876,-0.224624622,facility,51.36,-0.17,OpenAQ v3 locations,candidate_needs_review,St James,223744,51.474143,-0.038547,15.627,no;no2;nox;pm25,london stationary | Unknown Research Organization | United Kingdom | Europe/London,16,35,0,5,56,"Candidate only; compare against DEFRA/AURN, local context and source provenance before validation."
Beddington ERF,beddington_erf,"Sutton, London",51.36,-0.17,Ewell,51.31350876,-0.224624622,facility,51.36,-0.17,OpenAQ v3 locations,candidate_needs_review,Geraldine Street,223750,51.49562,-0.105412,15.731,no;no2;nox;pm25,london stationary | Unknown Research Organization | United Kingdom | Europe/London,16,35,0,5,56,"Candidate only; compare against DEFRA/AURN, local context and source provenance before validation."
Beddington ERF,beddington_erf,"Sutton, London",51.36,-0.17,Ewell,51.31350876,-0.224624622,facility,51.36,-0.17,OpenAQ v3 locations,candidate_needs_review,Sutton  Surrey,3400943,51.38162747101285,-0.19682565875279487,3.042,pm1;pm25;relativehumidity;temperature;um003,AirGradient | R | United Kingdom | Europe/London,39,12,0,5,56,"Candidate only; compare against DEFRA/AURN, local context and source provenance before validation."
Beddington ERF,beddington_erf,"Sutton, London",51.36,-0.17,Ewell,51.31350876,-0.224624622,control,51.31350876,-0.224624622,OpenAQ v3 locations,candidate_needs_review,Roehampton Lane,223770,51.455096,-0.243402,15.798,no;no2;nox;pm25,london stationary | Unknown Research Organization | United Kingdom | Europe/London,16,35,0,5,56,"Candidate only; compare against DEFRA/AURN, local context and source provenance before validation."
Beddington ERF,beddington_erf,"Sutton, London",51.36,-0.17,Ewell,51.31350876,-0.224624622,control,51.31350876,-0.224624622,OpenAQ v3 locations,candidate_needs_review,St Anns Hill,223789,51.456143,-0.18927,16.049,no;no2;nox;pm25,london stationary | Unknown Research Organization | United Kingdom | Europe/London,16,35,0,5,56,"Candidate only; compare against DEFRA/AURN, local context and source provenance before validation."
Beddington ERF,beddington_erf,"Sutton, London",51.36,-0.17,Ewell,51.31350876,-0.224624622,facility,51.36,-0.17,OpenAQ v3 locations,candidate_needs_review,Whitehall,223733,51.504566,-0.126167,16.36,no;no2;nox;pm25,london stationary | Unknown Research Organization | United Kingdom | Europe/London,15,35,0,5,55,"Candidate only; compare against DEFRA/AURN, local context and source provenance before validation."
Beddington ERF,beddington_erf,"Sutton, London",51.36,-0.17,Ewell,51.31350876,-0.224624622,facility,51.36,-0.17,OpenAQ v3 locations,candidate_needs_review,Park Lane,223741,51.507988,-0.153446,16.496,no;no2;nox;pm25,london stationary | Unknown Research Organization | United Kingdom | Europe/London,15,35,0,5,55,"Candidate only; compare against DEFRA/AURN, local context and source provenance before validation."
Beddington ERF,beddington_erf,"Sutton, London",51.36,-0.17,Ewell,51.31350876,-0.224624622,control,51.31350876,-0.224624622,OpenAQ v3 locations,candidate_needs_review,London Teddington,156,51.42099,-0.339647,14.373,no2;o3,DEFRA | Unknown Governmental Organization | United Kingdom | Europe/London,19,16,15,5,55,"Candidate only; compare against DEFRA/AURN, local context and source provenance before validation."
Beddington ERF,beddington_erf,"Sutton, London",51.36,-0.17,Ewell,51.31350876,-0.224624622,control,51.31350876,-0.224624622,OpenAQ v3 locations,candidate_needs_review,Sutton - Beddington Village,225792,51.3712010773161,-0.131948824988095,9.088,no2;pm10,London Air Quality Network | Unknown Governmental Organization | United Kingdom | Sutton | Europe/London,28,22,0,5,55,"Candidate only; compare against DEFRA/AURN, local context and source provenance before validation."
Beddington ERF,beddington_erf,"Sutton, London",51.36,-0.17,Ewell,51.31350876,-0.224624622,facility,51.36,-0.17,OpenAQ v3 locations,candidate_needs_review,Ladbroke Grove,223730,51.510768,-0.20529,16.942,no;no2;nox;pm25,london stationary | Unknown Research Organization | United Kingdom | Europe/London,14,35,0,5,54,"Candidate only; compare against DEFRA/AURN, local context and source provenance before validation."
Beddington ERF,beddington_erf,"Sutton, London",51.36,-0.17,Ewell,51.31350876,-0.224624622,facility,51.36,-0.17,OpenAQ v3 locations,candidate_needs_review,Edgware Road,223739,51.51419,-0.161979,17.154,no;no2;nox;pm25,london stationary | Unknown Research Organization | United Kingdom | Europe/London,14,35,0,5,54,"Candidate only; compare against DEFRA/AURN, local context and source provenance before validation."
Beddington ERF,beddington_erf,"Sutton, London",51.36,-0.17,Ewell,51.31350876,-0.224624622,facility,51.36,-0.17,OpenAQ v3 locations,candidate_needs_review,Shaftsbury Avenue,223740,51.51207,-0.131959,17.114,no;no2;nox;pm25,london stationary | Unknown Research Organization | United Kingdom | Europe/London,14,35,0,5,54,"Candidate only; compare against DEFRA/AURN, local context and source provenance before validation."
Beddington ERF,beddington_erf,"Sutton, London",51.36,-0.17,Ewell,51.31350876,-0.224624622,facility,51.36,-0.17,OpenAQ v3 locations,candidate_needs_review,Cornwall Road,223769,51.506643,-0.112107,16.793,no;no2;nox;pm25,london stationary | Unknown Research Organization | United Kingdom | Europe/London,14,35,0,5,54,"Candidate only; compare against DEFRA/AURN, local context and source provenance before validation."
Beddington ERF,beddington_erf,"Sutton, London",51.36,-0.17,Ewell,51.31350876,-0.224624622,control,51.31350876,-0.224624622,OpenAQ v3 locations,candidate_needs_review,Upper Richmond Road,223764,51.465116,-0.254736,16.987,no;no2;nox;pm25,london stationary | Unknown Research Organization | United Kingdom | Europe/London,14,35,0,5,54,"Candidate only; compare against DEFRA/AURN, local context and source provenance before validation."
